Term,CRN,Subject,Course Number,Attribute,Credits,Title,Days,Time,Building,Instructor
202620,20518,BUSS,215,Human Values,3,Business Ethics,MW,0930 1045,OSB,Yasser Akkawi
202620,20519,BUSS,215,Cultures and Histories,3,Business Ethics,MW,1400 1515,OSB,Alejandro Ramirez Centeno
202620,20519,BUSS,215,Humanities I,3,Business Ethics,MW,1400 1515,OSB,Alejandro Ramirez Centeno
202620,20519,BUSS,215,Human Values,3,Business Ethics,MW,1400 1515,OSB,Alejandro Ramirez Centeno
202620,20520,BUSS,215,Cultures and Histories,3,Business Ethics,TR,1100 1215,OSB,Jay Joseph
202620,20520,BUSS,215,Humanities I,3,Business Ethics,TR,1100 1215,OSB,Jay Joseph
202620,20520,BUSS,215,Human Values,3,Business Ethics,TR,1100 1215,OSB,Jay Joseph
202620,20521,BUSS,215,Cultures and Histories,3,Business Ethics,TR,0930 1045,OSB,Alejandro Ramirez Centeno
202620,20521,BUSS,215,Humanities I,3,Business Ethics,TR,0930 1045,OSB,Alejandro Ramirez Centeno
202620,20521,BUSS,215,Human Values,3,Business Ethics,TR,0930 1045,OSB,Alejandro Ramirez Centeno
202620,23509,BUSS,215,Cultures and Histories,3,Business Ethics,TR,0930 1045,OSB,Abir Sinno
202620,23509,BUSS,215,Humanities I,3,Business Ethics,TR,0930 1045,OSB,Abir Sinno
202620,23509,BUSS,215,Human Values,3,Business Ethics,TR,0930 1045,OSB,Abir Sinno
202620,20522,BUSS,220,Societies and Individuals,3,Personal Financial Planning,MW,1700 1815,OSB,Lina Tannir
202620,20522,BUSS,220,Social Sciences I,3,Personal Financial Planning,MW,1700 1815,OSB,Lina Tannir
202620,23215,BUSS,224,Community Engaged Learning,3,Business and Sustainability,TR,1230 1345,OSB,Rania Uwaydah Mardini
202620,20556,CHEM,200,Natural Sciences,3,Basic Chemistry & Applications,TR,1100 1215,PHYS,Faraj Hasanayn
202620,20556,CHEM,200,Understanding the World,3,Basic Chemistry & Applications,TR,1100 1215,PHYS,Faraj Hasanayn
202620,20557,CHEM,200,Natural Sciences,3,Basic Chemistry & Applications,MWF,1000 1050,PHYS,Samar Sadek
202620,20557,CHEM,200,Understanding the World,3,Basic Chemistry & Applications,MWF,1000 1050,PHYS,Samar Sadek
202620,20558,CHEM,200,Natural Sciences,3,Basic Chemistry & Applications,MWF,0900 0950,PHYS,Digambara Patra
202620,20558,CHEM,200,Understanding the World,3,Basic Chemistry & Applications,MWF,0900 0950,PHYS,Digambara Patra
202620,20559,CHEM,200,Natural Sciences,3,Basic Chemistry & Applications,MWF,1230 1320,PHYS,Hana Deeb
202620,20559,CHEM,200,Understanding the World,3,Basic Chemistry & Applications,MWF,1230 1320,PHYS,Hana Deeb
202620,20560,CHEM,200,Natural Sciences,3,Basic Chemistry & Applications,MWF,1000 1050,PHYS,Randa Abi Rafi'
202620,20560,CHEM,200,Understanding the World,3,Basic Chemistry & Applications,MWF,1000 1050,PHYS,Randa Abi Rafi'
202620,20561,CHEM,200,Natural Sciences,3,Basic Chemistry & Applications,TR,1400 1515,CHEM,Mohamad Hmadeh
202620,20561,CHEM,200,Understanding the World,3,Basic Chemistry & Applications,TR,1400 1515,CHEM,Mohamad Hmadeh
202620,20562,CHEM,200,Natural Sciences,3,Basic Chemistry & Applications,MWF,1100 1150,PHYS,Samar Sadek
202620,20562,CHEM,200,Understanding the World,3,Basic Chemistry & Applications,MWF,1100 1150,PHYS,Samar Sadek
202620,20563,CHEM,201,Natural Sciences,3,Chemical Principles,T,1400 1450,BIOL,Samar Sadek
202620,20563,CHEM,201,Understanding the World,3,Chemical Principles,T,1400 1450,BIOL,Samar Sadek
202620,20564,CHEM,201,Natural Sciences,3,Chemical Principles,T,1530 1620,CHEM,Samar Sadek
202620,20564,CHEM,201,Understanding the World,3,Chemical Principles,T,1530 1620,CHEM,Samar Sadek
202620,20565,CHEM,201,Natural Sciences,3,Chemical Principles,MWF,0900 0950,PHYS,Rabih Sultan
202620,20565,CHEM,201,Understanding the World,3,Chemical Principles,MWF,0900 0950,PHYS,Rabih Sultan
202620,20566,CHEM,201,Natural Sciences,3,Chemical Principles,MWF,1100 1150,CHEM,Rabih Sultan
202620,20566,CHEM,201,Understanding the World,3,Chemical Principles,MWF,1100 1150,CHEM,Rabih Sultan
202620,20569,CHEM,202,Natural Sciences,3,Intro to Environmental Chemist,TR,0930 1045,CHEM,Houssam Rassy
202620,20569,CHEM,202,Understanding the World,3,Intro to Environmental Chemist,TR,0930 1045,CHEM,Houssam Rassy
202620,20570,CHEM,202,Natural Sciences,3,Intro to Environmental Chemist,TR,1100 1215,CHEM,Mazen Ghoul
202620,20570,CHEM,202,Understanding the World,3,Intro to Environmental Chemist,TR,1100 1215,CHEM,Mazen Ghoul
202620,20571,CHEM,202,Natural Sciences,3,Intro to Environmental Chemist,TR,0800 0915,PHYS,Antoine Ghauch
202620,20571,CHEM,202,Understanding the World,3,Intro to Environmental Chemist,TR,0800 0915,PHYS,Antoine Ghauch
202620,20572,CHEM,202,Natural Sciences,3,Intro to Environmental Chemist,TR,0930 1045,PHYS,Antoine Ghauch
202620,20572,CHEM,202,Understanding the World,3,Intro to Environmental Chemist,TR,0930 1045,PHYS,Antoine Ghauch
202620,20585,CHEM,205,Natural Sciences,2,Introductory Chem Laboratory,F,1300 1659,CHEM,Layla Diab
202620,20585,CHEM,205,Understanding the World,2,Introductory Chem Laboratory,F,1300 1659,CHEM,Layla Diab
202620,20586,CHEM,205,Natural Sciences,2,Introductory Chem Laboratory,,,,
202620,20586,CHEM,205,Understanding the World,2,Introductory Chem Laboratory,,,,
202620,20587,CHEM,205,Natural Sciences,2,Introductory Chem Laboratory,M,1230 1320,PHYS,Samar Sadek
202620,20587,CHEM,205,Understanding the World,2,Introductory Chem Laboratory,M,1230 1320,PHYS,Samar Sadek
202620,20588,CHEM,208,Natural Sciences,3,Brief Survey of Organic Chem.,MWF,0900 0950,CHEM,Randa Abi Rafi'
202620,20588,CHEM,208,Understanding the World,3,Brief Survey of Organic Chem.,MWF,0900 0950,CHEM,Randa Abi Rafi'
202620,20589,CHEM,208,Natural Sciences,3,Brief Survey of Organic Chem.,TR,0800 0915,CHEM,Hana Deeb
202620,20589,CHEM,208,Understanding the World,3,Brief Survey of Organic Chem.,TR,0800 0915,CHEM,Hana Deeb
202620,20590,CHEM,209,Natural Sciences,2,Introductory Organic Lab,M,1300 1559,CHEM,
202620,20590,CHEM,209,Understanding the World,2,Introductory Organic Lab,M,1300 1559,CHEM,
202620,20591,CHEM,209,Natural Sciences,2,Introductory Organic Lab,M,1300 1559,CHEM,Joana Haidar
202620,20591,CHEM,209,Understanding the World,2,Introductory Organic Lab,M,1300 1559,CHEM,Joana Haidar
202620,20592,CHEM,209,Natural Sciences,2,Introductory Organic Lab,W,1300 1559,CHEM,
202620,20592,CHEM,209,Understanding the World,2,Introductory Organic Lab,W,1300 1559,CHEM,
202620,20593,CHEM,209,Natural Sciences,2,Introductory Organic Lab,M,1300 1559,CHEM,Celine El Zein
202620,20593,CHEM,209,Understanding the World,2,Introductory Organic Lab,M,1300 1559,CHEM,Celine El Zein
202620,20594,CHEM,209,Natural Sciences,2,Introductory Organic Lab,R,1230 1320,AGRIC,Hana Deeb
202620,20594,CHEM,209,Understanding the World,2,Introductory Organic Lab,R,1230 1320,AGRIC,Hana Deeb
202620,23268,CHEM,209,Natural Sciences,2,Introductory Organic Lab,W,1300 1559,CHEM,Celine El Zein
202620,23268,CHEM,209,Understanding the World,2,Introductory Organic Lab,W,1300 1559,CHEM,Celine El Zein
202620,23294,CHEM,209,Natural Sciences,2,Introductory Organic Lab,M,1300 1559,CHEM,Samir Kayali
202620,23294,CHEM,209,Understanding the World,2,Introductory Organic Lab,M,1300 1559,CHEM,Samir Kayali
202620,23455,CHEM,209,Natural Sciences,2,Introductory Organic Lab,T,1300 1559,CHEM,Joana Haidar
202620,23455,CHEM,209,Understanding the World,2,Introductory Organic Lab,T,1300 1559,CHEM,Joana Haidar
202620,20701,CHLA,201,Cultures and Histories,3,Ancient Near East&Classic. Civ,MW,1100 1215,NICELY,Arda Arsenian Ekmekji
202620,20701,CHLA,201,History of Ideas,3,Ancient Near East&Classic. Civ,MW,1100 1215,NICELY,Arda Arsenian Ekmekji
202620,20701,CHLA,201,Humanities I,3,Ancient Near East&Classic. Civ,MW,1100 1215,NICELY,Arda Arsenian Ekmekji
202620,20702,CHLA,201,Cultures and Histories,3,Ancient Near East&Classic. Civ,MW,1230 1345,NICELY,Arda Arsenian Ekmekji
202620,20702,CHLA,201,History of Ideas,3,Ancient Near East&Classic. Civ,MW,1230 1345,NICELY,Arda Arsenian Ekmekji
202620,20702,CHLA,201,Humanities I,3,Ancient Near East&Classic. Civ,MW,1230 1345,NICELY,Arda Arsenian Ekmekji
202620,20703,CHLA,204,Cultures and Histories,3,Contemporary Studies,MWF,1000 1050,NICELY,Hani Hassan
202620,20703,CHLA,204,History of Ideas,3,Contemporary Studies,MWF,1000 1050,NICELY,Hani Hassan
202620,20703,CHLA,204,Humanities I,3,Contemporary Studies,MWF,1000 1050,NICELY,Hani Hassan
202620,20704,CHLA,204,Cultures and Histories,3,Contemporary Studies,MWF,1100 1150,NICELY,Hani Hassan
202620,20704,CHLA,204,History of Ideas,3,Contemporary Studies,MWF,1100 1150,NICELY,Hani Hassan
202620,20704,CHLA,204,Humanities I,3,Contemporary Studies,MWF,1100 1150,NICELY,Hani Hassan
202620,20705,CHLA,206,Cultures and Histories,3,Modern & Contemporary Studies,TR,0930 1045,NICELY,Charbel El Amm
202620,20705,CHLA,206,History of Ideas,3,Modern & Contemporary Studies,TR,0930 1045,NICELY,Charbel El Amm
202620,20705,CHLA,206,Humanities I,3,Modern & Contemporary Studies,TR,0930 1045,NICELY,Charbel El Amm
202620,20706,CHLA,206,Cultures and Histories,3,Modern & Contemporary Studies,MWF,0800 0850,NICELY,Iyad Raya
202620,20706,CHLA,206,History of Ideas,3,Modern & Contemporary Studies,MWF,0800 0850,NICELY,Iyad Raya
202620,20706,CHLA,206,Humanities I,3,Modern & Contemporary Studies,MWF,0800 0850,NICELY,Iyad Raya
202620,20707,CHLA,206,Cultures and Histories,3,Modern & Contemporary Studies,MWF,0900 0950,NICELY,Iyad Raya
202620,20707,CHLA,206,History of Ideas,3,Modern & Contemporary Studies,MWF,0900 0950,NICELY,Iyad Raya
202620,20707,CHLA,206,Humanities I,3,Modern & Contemporary Studies,MWF,0900 0950,NICELY,Iyad Raya
202620,20708,CHLA,209A,Cultures and Histories,3,Intro to the Critical Humanit.,,,,
202620,20708,CHLA,209A,History of Ideas,3,Intro to the Critical Humanit.,,,,
202620,20708,CHLA,209A,Humanities I,3,Intro to the Critical Humanit.,,,,
202620,20708,CHLA,209A,Human Values,3,Intro to the Critical Humanit.,,,,
202620,20708,CHLA,209A,Social Inequalities,3,Intro to the Critical Humanit.,,,,
202620,23261,CHLA,209C,Cultures and Histories,3,Critical Theories&methods,TR,1230 1345,NICELY,Ghalya Saadawi
202620,23261,CHLA,209C,History of Ideas,3,Critical Theories&methods,TR,1230 1345,NICELY,Ghalya Saadawi
202620,23261,CHLA,209C,Humanities I,3,Critical Theories&methods,TR,1230 1345,NICELY,Ghalya Saadawi
202620,23261,CHLA,209C,Human Values,3,Critical Theories&methods,TR,1230 1345,NICELY,Ghalya Saadawi
202620,23261,CHLA,209C,Social Inequalities,3,Critical Theories&methods,TR,1230 1345,NICELY,Ghalya Saadawi
202620,20709,CHLA,210A,Cultures and Histories,3,Representations Women in Lit.,TR,0930 1045,NICELY,Maher Jarrar
202620,20709,CHLA,210A,History of Ideas,3,Representations Women in Lit.,TR,0930 1045,NICELY,Maher Jarrar
202620,20709,CHLA,210A,Humanities I,3,Representations Women in Lit.,TR,0930 1045,NICELY,Maher Jarrar
202620,20709,CHLA,210A,Social Inequalities,3,Representations Women in Lit.,TR,0930 1045,NICELY,Maher Jarrar
202620,20710,CHLA,210B,Cultures and Histories,3,Feminist Thought,MW,1530 1645,NICELY,Maya Andrea Gonzalez
202620,20710,CHLA,210B,History of Ideas,3,Feminist Thought,MW,1530 1645,NICELY,Maya Andrea Gonzalez
202620,20710,CHLA,210B,Humanities I,3,Feminist Thought,MW,1530 1645,NICELY,Maya Andrea Gonzalez
202620,20710,CHLA,210B,Social Inequalities,3,Feminist Thought,MW,1530 1645,NICELY,Maya Andrea Gonzalez
202620,20711,CHLA,210C,Cultures and Histories,3,Intro.to Gender&Global Inequal,TR,1530 1645,NICELY,Maya Andrea Gonzalez
202620,20711,CHLA,210C,History of Ideas,3,Intro.to Gender&Global Inequal,TR,1530 1645,NICELY,Maya Andrea Gonzalez
202620,20711,CHLA,210C,Humanities I,3,Intro.to Gender&Global Inequal,TR,1530 1645,NICELY,Maya Andrea Gonzalez
202620,20711,CHLA,210C,Social Inequalities,3,Intro.to Gender&Global Inequal,TR,1530 1645,NICELY,Maya Andrea Gonzalez
202620,20712,CHLA,210D,Cultures and Histories,3,Race and Gender in Literature,TR,1100 1215,NICELY,Sirene Harb
202620,20712,CHLA,210D,History of Ideas,3,Race and Gender in Literature,TR,1100 1215,NICELY,Sirene Harb
202620,20712,CHLA,210D,Humanities I,3,Race and Gender in Literature,TR,1100 1215,NICELY,Sirene Harb
202620,20712,CHLA,210D,Social Inequalities,3,Race and Gender in Literature,TR,1100 1215,NICELY,Sirene Harb
202620,20713,CHLA,210D,Cultures and Histories,3,Race and Gender in Literature,TR,1400 1515,NICELY,Sirene Harb
202620,20713,CHLA,210D,History of Ideas,3,Race and Gender in Literature,TR,1400 1515,NICELY,Sirene Harb
202620,20713,CHLA,210D,Humanities I,3,Race and Gender in Literature,TR,1400 1515,NICELY,Sirene Harb
202620,20713,CHLA,210D,Social Inequalities,3,Race and Gender in Literature,TR,1400 1515,NICELY,Sirene Harb
202620,20714,CHLA,211A,Cultures and Histories,3,Intro. to Normal &Pathological,TR,1100 1215,NICELY,Saleh Agha
202620,20714,CHLA,211A,History of Ideas,3,Intro. to Normal &Pathological,TR,1100 1215,NICELY,Saleh Agha
202620,20714,CHLA,211A,Humanities I,3,Intro. to Normal &Pathological,TR,1100 1215,NICELY,Saleh Agha
202620,20714,CHLA,211A,Human Values,3,Intro. to Normal &Pathological,TR,1100 1215,NICELY,Saleh Agha
202620,20715,CHLA,211A,Cultures and Histories,3,Intro. to Normal &Pathological,MWF,1000 1050,NICELY,Saleh Agha
202620,20715,CHLA,211A,History of Ideas,3,Intro. to Normal &Pathological,MWF,1000 1050,NICELY,Saleh Agha
202620,20715,CHLA,211A,Humanities I,3,Intro. to Normal &Pathological,MWF,1000 1050,NICELY,Saleh Agha
202620,20715,CHLA,211A,Human Values,3,Intro. to Normal &Pathological,MWF,1000 1050,NICELY,Saleh Agha
202620,20716,CHLA,212A,Cultures and Histories,3,Critical Approaches to AI,MW,1700 1815,NICELY,Mohamad Nasser Eddine
202620,20716,CHLA,212A,History of Ideas,3,Critical Approaches to AI,MW,1700 1815,NICELY,Mohamad Nasser Eddine
202620,20716,CHLA,212A,Humanities I,3,Critical Approaches to AI,MW,1700 1815,NICELY,Mohamad Nasser Eddine
202620,20717,CHLA,212A,Cultures and Histories,3,Critical Approaches to AI,TR,1700 1815,NICELY,Mohamad Nasser Eddine
202620,20717,CHLA,212A,History of Ideas,3,Critical Approaches to AI,TR,1700 1815,NICELY,Mohamad Nasser Eddine
202620,20717,CHLA,212A,Humanities I,3,Critical Approaches to AI,TR,1700 1815,NICELY,Mohamad Nasser Eddine
202620,20718,CHLA,212B,Cultures and Histories,3,Tm. History of Resistance,TR,1530 1645,NICELY,Charles Mallon Glass
202620,20718,CHLA,212B,History of Ideas,3,Tm. History of Resistance,TR,1530 1645,NICELY,Charles Mallon Glass
202620,20718,CHLA,212B,Humanities I,3,Tm. History of Resistance,TR,1530 1645,NICELY,Charles Mallon Glass
202620,20718,CHLA,212B,Human Values,3,Tm. History of Resistance,TR,1530 1645,NICELY,Charles Mallon Glass
202620,20719,CHLA,212D,Cultures and Histories,3,Tm. Writing & Cultural Critici,,,,
202620,20719,CHLA,212D,History of Ideas,3,Tm. Writing & Cultural Critici,,,,
202620,20719,CHLA,212D,Humanities I,3,Tm. Writing & Cultural Critici,,,,
202620,20719,CHLA,212D,Social Inequalities,3,Tm. Writing & Cultural Critici,,,,
202620,20720,CHLA,212E,Cultures and Histories,3,Tm.Civil War in Cinema,TR,0800 0915,NICELY,
202620,20720,CHLA,212E,History of Ideas,3,Tm.Civil War in Cinema,TR,0800 0915,NICELY,
202620,20720,CHLA,212E,Humanities I,3,Tm.Civil War in Cinema,TR,0800 0915,NICELY,
202620,20721,CHLA,212F,Cultures and Histories,3,Tm. What is Authority?,,,,
202620,20721,CHLA,212F,History of Ideas,3,Tm. What is Authority?,,,,
202620,20721,CHLA,212F,Humanities I,3,Tm. What is Authority?,,,,
202620,20722,CHLA,213B,Cultures and Histories,3,Apocalypse and Extinction,TR,1230 1345,NICELY,Charbel El Amm
202620,20722,CHLA,213B,History of Ideas,3,Apocalypse and Extinction,TR,1230 1345,NICELY,Charbel El Amm
202620,20722,CHLA,213B,Humanities I,3,Apocalypse and Extinction,TR,1230 1345,NICELY,Charbel El Amm
202620,20723,CHLA,213B,Cultures and Histories,3,Apocalypse and Extinction,TR,1530 1645,NICELY,Charbel El Amm
202620,20723,CHLA,213B,History of Ideas,3,Apocalypse and Extinction,TR,1530 1645,NICELY,Charbel El Amm
202620,20723,CHLA,213B,Humanities I,3,Apocalypse and Extinction,TR,1530 1645,NICELY,Charbel El Amm
202620,20724,CHLA,214B,Cultures and Histories,3,Human Values Through Time,MW,1400 1515,NICELY,Eric Goodfield
202620,20724,CHLA,214B,History of Ideas,3,Human Values Through Time,MW,1400 1515,NICELY,Eric Goodfield
202620,20724,CHLA,214B,Humanities I,3,Human Values Through Time,MW,1400 1515,NICELY,Eric Goodfield
202620,20724,CHLA,214B,Human Values,3,Human Values Through Time,MW,1400 1515,NICELY,Eric Goodfield
202620,20725,CHLA,214B,Cultures and Histories,3,Human Values Through Time,MW,1530 1645,NICELY,Eric Goodfield
202620,20725,CHLA,214B,History of Ideas,3,Human Values Through Time,MW,1530 1645,NICELY,Eric Goodfield
202620,20725,CHLA,214B,Humanities I,3,Human Values Through Time,MW,1530 1645,NICELY,Eric Goodfield
202620,20725,CHLA,214B,Human Values,3,Human Values Through Time,MW,1530 1645,NICELY,Eric Goodfield
202620,20726,CHLA,214F,Cultures and Histories,3,Tm.MappingCapital inArt&Cinema,TR,1400 1515,NICELY,Ghalya Saadawi
202620,20726,CHLA,214F,History of Ideas,3,Tm.MappingCapital inArt&Cinema,TR,1400 1515,NICELY,Ghalya Saadawi
202620,20726,CHLA,214F,Humanities I,3,Tm.MappingCapital inArt&Cinema,TR,1400 1515,NICELY,Ghalya Saadawi
202620,20726,CHLA,214F,Human Values,3,Tm.MappingCapital inArt&Cinema,TR,1400 1515,NICELY,Ghalya Saadawi
202620,23242,CHLA,214H,Cultures and Histories,3,Tm. Political Imagination,TR,1530 1645,NICELY,Michel Douaihy
202620,23242,CHLA,214H,History of Ideas,3,Tm. Political Imagination,TR,1530 1645,NICELY,Michel Douaihy
202620,23242,CHLA,214H,Humanities I,3,Tm. Political Imagination,TR,1530 1645,NICELY,Michel Douaihy
202620,23242,CHLA,214H,Human Values,3,Tm. Political Imagination,TR,1530 1645,NICELY,Michel Douaihy
202620,23054,CHLA,215,Cultures and Histories,3,Intr. to Medical Humanities,TR,1230 1345,NICELY,Joelle Abi Rached
202620,23054,CHLA,215,History of Ideas,3,Intr. to Medical Humanities,TR,1230 1345,NICELY,Joelle Abi Rached
202620,23054,CHLA,215,Humanities I,3,Intr. to Medical Humanities,TR,1230 1345,NICELY,Joelle Abi Rached
202620,23054,CHLA,215,Social Inequalities,3,Intr. to Medical Humanities,TR,1230 1345,NICELY,Joelle Abi Rached
202620,20728,CHLA,263,Cultures and Histories,3,Modern & Contemp.World Theatre,MW,1700 1815,NICELY,Hashem Adnan
202620,20728,CHLA,263,History of Ideas,3,Modern & Contemp.World Theatre,MW,1700 1815,NICELY,Hashem Adnan
202620,20728,CHLA,263,Humanities I,3,Modern & Contemp.World Theatre,MW,1700 1815,NICELY,Hashem Adnan
202620,20798,CMPS,201,Quantitative Thought,0,Introduction to Programming,T,0800 1059,BLISS,Sara Ibrahim
202620,20798,CMPS,201,Quantitative Reasoning,0,Introduction to Programming,T,0800 1059,BLISS,Sara Ibrahim
202620,20799,CMPS,201,Quantitative Thought,0,Introduction to Programming,R,0800 1059,BLISS,Nemer Saab
202620,20799,CMPS,201,Quantitative Reasoning,0,Introduction to Programming,R,0800 1059,BLISS,Nemer Saab
202620,20800,CMPS,201,Quantitative Thought,0,Introduction to Programming,M,1100 1359,BLISS,Ghady Youssef
202620,20800,CMPS,201,Quantitative Reasoning,0,Introduction to Programming,M,1100 1359,BLISS,Ghady Youssef
202620,20801,CMPS,201,Quantitative Thought,0,Introduction to Programming,T,1100 1359,BLISS,Rabab Salim
202620,20801,CMPS,201,Quantitative Reasoning,0,Introduction to Programming,T,1100 1359,BLISS,Rabab Salim
202620,20802,CMPS,201,Quantitative Thought,0,Introduction to Programming,MWF,1000 1050,NICELY,Mohamad Zalghout
202620,20802,CMPS,201,Quantitative Reasoning,0,Introduction to Programming,MWF,1000 1050,NICELY,Mohamad Zalghout
202620,20803,CMPS,201,Quantitative Thought,0,Introduction to Programming,MWF,0900 0950,NICELY,Mohamad Zalghout
202620,20803,CMPS,201,Quantitative Reasoning,0,Introduction to Programming,MWF,0900 0950,NICELY,Mohamad Zalghout
202620,20820,CMPS,203,Quantitative Thought,0,Programming for Everyone,M,0800 1059,BLISS,Laure El Awar
202620,20820,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,M,0800 1059,BLISS,Laure El Awar
202620,20821,CMPS,203,Quantitative Thought,0,Programming for Everyone,T,0800 1059,BLISS,
202620,20821,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,T,0800 1059,BLISS,
202620,20822,CMPS,203,Quantitative Thought,0,Programming for Everyone,T,1100 1359,BLISS,Ola Sadek
202620,20822,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,T,1100 1359,BLISS,Ola Sadek
202620,20823,CMPS,203,Quantitative Thought,0,Programming for Everyone,W,0800 1059,BLISS,Carlos Gerges
202620,20823,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,W,0800 1059,BLISS,Carlos Gerges
202620,20824,CMPS,203,Quantitative Thought,0,Programming for Everyone,R,0800 1059,BLISS,Karam Ahmad Kassem
202620,20824,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,R,0800 1059,BLISS,Karam Ahmad Kassem
202620,20825,CMPS,203,Quantitative Thought,0,Programming for Everyone,R,1100 1359,BLISS,Hiyam Ghannam
202620,20825,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,R,1100 1359,BLISS,Hiyam Ghannam
202620,20826,CMPS,203,Quantitative Thought,0,Programming for Everyone,MW,1100 1215,NICELY,Alabbass Khalil
202620,20826,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,MW,1100 1215,NICELY,Alabbass Khalil
202620,20827,CMPS,203,Quantitative Thought,0,Programming for Everyone,TR,1400 1515,BLISS,Mohamed El Hajj
202620,20827,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,TR,1400 1515,BLISS,Mohamed El Hajj
202620,20828,CMPS,203,Quantitative Thought,0,Programming for Everyone,MWF,1000 1050,BLISS,Mohamed El Hajj
202620,20828,CMPS,203,Quantitative Reasoning,0,Programming for Everyone,MWF,1000 1050,BLISS,Mohamed El Hajj
202620,20829,CMPS,207,Quantitative Thought,3,Programming for Digital Art,M,0800 1059,BLISS,Silina Elfil
202620,20829,CMPS,207,Quantitative Reasoning,3,Programming for Digital Art,M,0800 1059,BLISS,Silina Elfil
202620,20830,CMPS,207,Quantitative Thought,3,Programming for Digital Art,T,0800 1059,BLISS,Silina Elfil
202620,20830,CMPS,207,Quantitative Reasoning,3,Programming for Digital Art,T,0800 1059,BLISS,Silina Elfil
202620,20831,CMPS,207,Quantitative Thought,3,Programming for Digital Art,TR,1100 1215,NICELY,Loa Aoude
202620,20831,CMPS,207,Quantitative Reasoning,3,Programming for Digital Art,TR,1100 1215,NICELY,Loa Aoude
202620,20848,CMPS,209,Quantitative Thought,3,Comp. & Prog. for Sciences,M,0800 0959,BLISS,Reem Nehme
202620,20848,CMPS,209,Quantitative Reasoning,3,Comp. & Prog. for Sciences,M,0800 0959,BLISS,Reem Nehme
202620,20849,CMPS,209,Quantitative Thought,3,Comp. & Prog. for Sciences,T,1000 1159,BLISS,Sahar Chreif
202620,20849,CMPS,209,Quantitative Reasoning,3,Comp. & Prog. for Sciences,T,1000 1159,BLISS,Sahar Chreif
202620,20850,CMPS,209,Quantitative Thought,3,Comp. & Prog. for Sciences,T,0800 0959,BLISS,Sahar Chreif
202620,20850,CMPS,209,Quantitative Reasoning,3,Comp. & Prog. for Sciences,T,0800 0959,BLISS,Sahar Chreif
202620,20851,CMPS,209,Quantitative Thought,3,Comp. & Prog. for Sciences,MW,1100 1150,NICELY,Nour Fatairi
202620,20851,CMPS,209,Quantitative Reasoning,3,Comp. & Prog. for Sciences,MW,1100 1150,NICELY,Nour Fatairi
202620,20885,CMPS,269,Cultures and Histories,3,AI Ethics,MW,1400 1515,NICELY,Hans D. Muller
202620,20885,CMPS,269,Humanities I,3,AI Ethics,MW,1400 1515,NICELY,Hans D. Muller
202620,20885,CMPS,269,Human Values,3,AI Ethics,MW,1400 1515,NICELY,Hans D. Muller
202620,20990,ECON,203,Social Sciences II,3,Survey of Economics,MW,1230 1345,NICELY,Usamah Husni Ramadan
202620,20990,ECON,203,Societies and Individuals,3,Survey of Economics,MW,1230 1345,NICELY,Usamah Husni Ramadan
202620,20991,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,F,0900 0950,NICELY,Raja Sabra
202620,20991,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,F,0900 0950,NICELY,Raja Sabra
202620,20992,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,R,1700 1750,NICELY,Ryan Hijazi
202620,20992,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,R,1700 1750,NICELY,Ryan Hijazi
202620,20993,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,R,1530 1620,BLISS,Rabia Chaudhry
202620,20993,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,R,1530 1620,BLISS,Rabia Chaudhry
202620,20994,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,W,1400 1450,CHEM,Raja Sabra
202620,20994,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,W,1400 1450,CHEM,Raja Sabra
202620,20995,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,,,,
202620,20995,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,,,,
202620,20996,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,W,1530 1620,PHYS,Ryan Hijazi
202620,20996,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,W,1530 1620,PHYS,Ryan Hijazi
202620,20997,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,W,1400 1450,NICELY,Ryan Hijazi
202620,20997,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,W,1400 1450,NICELY,Ryan Hijazi
202620,20998,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,R,1530 1620,NICELY,Raja Sabra
202620,20998,ECON,211,Social Sciences I,3,Element. Microeconomic Theory,R,1530 1620,NICELY,Raja Sabra
202620,20999,ECON,211,Societies and Individuals,3,Element. Microeconomic Theory,M,1530 1620,PHYS,Raja Sabra
